epoch,mean_loss
0,1.319992
1,1.271609
2,1.268070
3,1.264445
4,1.250148
5,1.226595
6,1.208747
7,1.217230
8,1.185862
9,1.207851
10,1.184645
11,1.169665
12,1.167076
13,1.150200
14,1.163702
15,1.153229
16,1.145334
17,1.136265
18,1.132187
19,1.120150
20,1.129961
21,1.117497
22,1.115382
23,1.104356
24,1.106989
25,1.113405
26,1.105623
27,1.088951
28,1.085590
29,1.089433
30,1.086361
31,1.095527
32,1.072962
33,1.057792
34,1.092342
35,1.055753
36,1.056492
37,1.050631
38,1.049620
39,1.025578
40,0.998008
41,0.973915
42,0.951457
43,0.936343
44,0.950365
45,0.921498
46,0.951929
47,0.894761
48,0.889128
49,0.866010
50,0.852731
51,0.857837
52,0.848156
53,0.830609
54,0.834063
55,0.824646
56,0.810982
57,0.806159
58,0.801196
59,0.809132
60,0.788763
61,0.781610
62,0.770173
63,0.776195
64,0.775358
65,0.773388
66,0.767844
67,0.764696
68,0.770257
69,0.763063
70,0.767739
71,0.765306
72,0.772404
73,0.772074
74,0.767309
75,0.762654
76,0.769400
77,0.763790
78,0.773587
79,0.761567
80,0.762862
81,0.762589
82,0.762425
83,0.767150
84,0.764991
85,0.764901
86,0.753577
87,0.757463
88,0.752876
89,0.763634
90,0.752965
91,0.762746
92,0.765310
93,0.757403
94,0.755204
95,0.751389
96,0.750176
97,0.748811
98,0.746402
99,0.750299
100,0.746479
101,0.753327
102,0.757545
103,0.757030
104,0.749935
105,0.754571
106,0.750098
107,0.752200
108,0.747254
109,0.748898
110,0.745222
111,0.746968
112,0.745971
113,0.746219
114,0.744864
115,0.749079
116,0.753027
117,0.754566
118,0.756932
119,0.747616
120,0.753283
121,0.749303
122,0.748752
123,0.747430
124,0.749408
125,0.747520
126,0.759707
127,0.747535
128,0.769836
129,0.765008
130,0.754830
131,0.756321
132,0.752376
133,0.754664
134,0.749443
135,0.748428
136,0.750926
137,0.747343
138,0.751141
139,0.757591
140,0.751794
141,0.749721
142,0.755668
143,0.748763
144,0.754723
145,0.751488
146,0.754662
147,0.751249
148,0.753724
149,0.746626
150,0.744867
151,0.748815
152,0.745736
153,0.744715
154,0.745909
155,0.747712
156,0.747891
157,0.748506
158,0.745956
159,0.752288
160,0.748893
161,0.747523
162,0.748385
163,0.747736
164,0.749541
165,0.749370
166,0.750616
167,0.753394
168,0.756155
169,0.750015
170,0.745414
171,0.744513
172,0.748572
173,0.746209
174,0.744221
175,0.744619
176,0.746694
177,0.747547
178,0.745387
179,0.745658
180,0.751494
181,0.750059
182,0.745227
183,0.746865
184,0.747397
185,0.751550
186,0.744802
187,0.745494
188,0.746038
189,0.748933
190,0.752668
191,0.752691
192,0.748653
193,0.749046
194,0.748030
195,0.750808
196,0.748049
197,0.746707
198,0.744936
199,0.749708
200,0.744960
201,0.746846
202,0.746737
203,0.747979
204,0.747935
205,0.745432
206,0.745082
207,0.746689
208,0.745418
209,0.754755
210,0.749056
211,0.745124
212,0.747157
213,0.744442
214,0.744007
215,0.751549
216,0.745982
217,0.744590
218,0.745887
219,0.744394
220,0.745624
221,0.745643
222,0.748277
223,0.746382
224,0.748718
225,0.744320
226,0.744295
227,0.744975
228,0.744711
229,0.745506
230,0.744912
231,0.745718
232,0.748156
233,0.744982
234,0.744655
235,0.747017
236,0.747004
237,0.744701
238,0.745579
239,0.746240
240,0.745177
241,0.745253
242,0.747843
243,0.746502
244,0.744527
245,0.746143
246,0.744890
247,0.747206
248,0.744329
249,0.744083
250,0.744029
251,0.743929
252,0.743954
253,0.744103
254,0.743900
255,0.744875
256,0.749504
257,0.745240
258,0.744658
259,0.744273
260,0.744354
261,0.746563
262,0.746787
263,0.747157
264,0.746982
265,0.745298
266,0.744067
267,0.744999
268,0.748063
269,0.748174
270,0.750475
271,0.746296
272,0.745697
273,0.746749
274,0.750002
275,0.745289
276,0.744018
277,0.745365
278,0.745019
279,0.743975
280,0.744496
281,0.744749
282,0.745459
283,0.746060
284,0.745143
285,0.746622
286,0.745030
287,0.744076
288,0.744062
289,0.745077
290,0.744590
291,0.746200
292,0.745711
293,0.745068
294,0.746044
295,0.744903
296,0.744657
297,0.744275
298,0.745562
299,0.747231
300,0.744936
301,0.745395
302,0.745112
303,0.744190
304,0.747052
305,0.744581
306,0.746597
307,0.744297
308,0.744694
309,0.743943
310,0.743942
311,0.748661
312,0.743987
313,0.743983
314,0.745599
315,0.744636
316,0.744902
317,0.745828
318,0.744061
319,0.744251
320,0.744315
321,0.744503
322,0.744106
323,0.744931
324,0.744095
325,0.744593
326,0.743923
327,0.744066
328,0.743801
329,0.743889
330,0.744329
331,0.743923
332,0.744777
333,0.744313
334,0.744059
335,0.744881
336,0.744251
337,0.744017
338,0.743886
339,0.744334
340,0.744441
341,0.744746
342,0.744086
343,0.744474
344,0.743958
345,0.744385
346,0.743970
347,0.743809
348,0.744070
349,0.744373
350,0.743812
351,0.744038
352,0.743874
353,0.743954
354,0.743922
355,0.743861
356,0.744472
357,0.744153
358,0.743916
359,0.743812
360,0.744780
361,0.743872
362,0.743937
363,0.744431
364,0.744003
365,0.746189
366,0.743892
367,0.744000
368,0.744225
369,0.743856
370,0.744117
371,0.744165
372,0.743834
373,0.744937
374,0.745838
375,0.743898
376,0.743873
377,0.744014
378,0.744053
379,0.744758
380,0.744001
381,0.744365
382,0.743808
383,0.743787
384,0.744102
385,0.744722
386,0.744143
387,0.743891
388,0.744126
389,0.743962
390,0.743906
391,0.744391
392,0.743950
393,0.743920
394,0.744338
395,0.744135
396,0.743977
397,0.743939
398,0.743812
399,0.743797
400,0.744203
401,0.743750
402,0.744028
403,0.744109
404,0.747148
405,0.744056
406,0.744033
407,0.744237
408,0.743876
409,0.744848
410,0.743813
411,0.744488
412,0.746099
413,0.744236
414,0.743950
415,0.743819
416,0.744630
417,0.743887
418,0.743765
419,0.743800
420,0.744040
421,0.744205
422,0.744140
423,0.743789
424,0.744046
425,0.744129
426,0.743788
427,0.743935
