epoch,mean_loss
0,1.386387
1,1.364804
2,1.321133
3,1.281955
4,1.262677
5,1.223898
6,1.185254
7,1.158389
8,1.120036
9,1.106036
10,1.083875
11,1.068561
12,1.040448
13,1.028561
14,1.029563
15,1.024856
16,1.017243
17,1.015179
18,1.013014
19,0.997476
20,0.966369
21,0.956019
22,0.961772
23,0.946557
24,0.964738
25,0.928177
26,0.926979
27,0.919356
28,0.931525
29,0.945869
30,0.907013
31,0.872004
32,0.898779
33,0.888709
34,0.870348
35,0.879090
36,0.861288
37,0.867498
38,0.851769
39,0.860842
40,0.853237
41,0.855877
42,0.848801
43,0.838150
44,0.843152
45,0.829748
46,0.830008
47,0.826779
48,0.826917
49,0.841888
50,0.805080
51,0.816384
52,0.815535
53,0.826286
54,0.839627
55,0.819191
56,0.813788
57,0.818241
58,0.810774
59,0.797883
60,0.801609
61,0.808079
62,0.807233
63,0.815750
64,0.822036
65,0.808266
66,0.813668
67,0.796059
68,0.809391
69,0.810387
70,0.789098
71,0.795943
72,0.791315
73,0.804496
74,0.814819
75,0.796730
76,0.797966
77,0.787931
78,0.789480
79,0.791782
80,0.794346
81,0.792567
82,0.795622
83,0.802577
84,0.802854
85,0.785039
86,0.782834
87,0.792346
88,0.777855
89,0.779698
90,0.785416
91,0.785034
92,0.785013
93,0.784735
94,0.785995
95,0.784659
96,0.778735
97,0.774818
98,0.780251
99,0.777321
100,0.785549
101,0.790874
102,0.799335
103,0.786578
104,0.781462
105,0.778862
106,0.787957
107,0.775549
108,0.776210
109,0.776357
110,0.777406
111,0.763832
112,0.773126
113,0.769125
114,0.769959
115,0.773706
116,0.781693
117,0.775804
118,0.765303
119,0.764588
120,0.766771
121,0.779963
122,0.771762
123,0.770948
124,0.762190
125,0.763652
126,0.762081
127,0.767333
128,0.766102
129,0.769463
130,0.765929
131,0.769153
132,0.761211
133,0.777933
134,0.765025
135,0.762574
136,0.761988
137,0.758728
138,0.763954
139,0.764504
140,0.757206
141,0.760868
142,0.773793
143,0.762396
144,0.767766
145,0.757721
146,0.757439
147,0.753893
148,0.762235
149,0.757998
150,0.758315
151,0.757367
152,0.761064
153,0.761757
154,0.754925
155,0.755361
156,0.760073
157,0.759886
158,0.752438
159,0.751274
160,0.754923
161,0.750237
162,0.755571
163,0.752756
164,0.753037
165,0.751956
166,0.755368
167,0.757402
168,0.751933
169,0.747711
170,0.749783
171,0.753017
172,0.750099
173,0.753290
174,0.752947
175,0.753559
176,0.752116
177,0.749081
178,0.750566
179,0.758848
180,0.752597
181,0.754704
182,0.749458
183,0.751649
184,0.761102
185,0.767291
186,0.753794
187,0.752512
188,0.749964
189,0.754166
190,0.749894
191,0.745930
192,0.746710
193,0.748345
194,0.748254
195,0.748558
196,0.747134
197,0.748554
198,0.749972
199,0.749379
200,0.748665
201,0.748373
202,0.747880
203,0.747621
204,0.755035
205,0.755702
206,0.752027
207,0.751021
208,0.758570
209,0.748661
210,0.753017
211,0.751067
212,0.758435
213,0.753810
214,0.751358
215,0.752229
216,0.759519
217,0.753428
218,0.748047
219,0.753546
220,0.750979
221,0.748092
222,0.746674
223,0.750905
224,0.747778
225,0.748785
226,0.745129
227,0.745245
228,0.747152
229,0.748361
230,0.748199
231,0.745952
232,0.745969
233,0.754030
234,0.747213
235,0.744897
236,0.747242
237,0.749381
238,0.748072
239,0.746069
240,0.745173
241,0.747799
242,0.751630
243,0.756123
244,0.754350
245,0.747451
246,0.750241
247,0.747898
248,0.750060
249,0.752944
250,0.751265
251,0.751312
252,0.752981
253,0.746213
254,0.749955
255,0.750767
256,0.750480
257,0.752167
258,0.756128
259,0.750969
260,0.748674
261,0.753513
262,0.748398
263,0.758864
264,0.749304
265,0.746124
266,0.746658
267,0.747031
268,0.747312
269,0.747144
270,0.746849
271,0.748512
272,0.747172
273,0.746721
274,0.753660
275,0.753542
276,0.746567
277,0.748839
278,0.747958
279,0.746740
280,0.751309
281,0.746326
282,0.748211
283,0.746712
284,0.747429
285,0.744883
286,0.745513
287,0.745076
288,0.746034
289,0.747571
290,0.745362
291,0.744257
292,0.747338
293,0.745682
294,0.744853
295,0.745022
296,0.745082
297,0.744846
298,0.744927
299,0.749378
300,0.745151
301,0.744666
302,0.744521
303,0.745144
304,0.745405
305,0.744455
306,0.745550
307,0.743961
308,0.745592
309,0.744382
310,0.744333
311,0.746055
312,0.745304
313,0.744386
314,0.745274
315,0.744338
316,0.744327
317,0.745067
318,0.744378
319,0.744060
320,0.746519
321,0.747796
322,0.744621
323,0.744524
324,0.744057
325,0.744067
326,0.746412
327,0.745172
328,0.744813
329,0.744076
330,0.744507
331,0.744270
332,0.745688
333,0.744044
334,0.743927
335,0.744367
336,0.744266
337,0.746881
338,0.745072
339,0.745089
340,0.744327
341,0.745142
342,0.744226
343,0.744032
344,0.744558
345,0.744308
346,0.745388
347,0.744200
348,0.744129
349,0.744348
350,0.744498
351,0.743843
352,0.744403
353,0.743919
354,0.744311
355,0.743807
356,0.744636
357,0.744157
358,0.745510
359,0.744157
360,0.746195
361,0.744728
362,0.743905
363,0.743909
364,0.745184
365,0.743907
366,0.743937
367,0.743952
368,0.744768
369,0.743969
370,0.744359
371,0.743828
372,0.745670
373,0.744310
374,0.744200
375,0.744773
376,0.744582
377,0.744224
378,0.744792
379,0.745423
380,0.744764
381,0.744495
382,0.744197
383,0.744629
384,0.745457
385,0.745410
386,0.744078
387,0.743798
388,0.744303
389,0.744165
390,0.744149
391,0.743949
392,0.745474
393,0.743867
394,0.745489
395,0.744123
396,0.743990
397,0.744201
398,0.744723
399,0.744224
400,0.743994
401,0.743986
402,0.743951
403,0.744440
404,0.745852
405,0.745663
406,0.744354
407,0.744174
408,0.744359
409,0.744591
410,0.744079
411,0.744207
412,0.743997
413,0.744264
414,0.744541
415,0.744174
416,0.744078
417,0.744009
418,0.744101
419,0.744667
420,0.744874
421,0.745301
422,0.744686
423,0.743774
424,0.744914
425,0.744031
426,0.744498
427,0.744278
428,0.743982
429,0.744524
430,0.745066
431,0.743947
432,0.743861
433,0.744054
434,0.744046
435,0.743996
436,0.744726
437,0.744192
438,0.743889
439,0.745632
440,0.743966
441,0.745665
442,0.743955
443,0.744986
444,0.744210
445,0.744184
446,0.744990
447,0.744177
448,0.744703
449,0.744811
450,0.744346
451,0.744574
452,0.744469
453,0.744947
454,0.744121
455,0.744086
456,0.744355
457,0.745325
458,0.744625
459,0.744750
460,0.744126
461,0.743793
462,0.744842
463,0.743962
464,0.744081
465,0.744059
466,0.743872
467,0.744117
468,0.744172
469,0.744179
470,0.743924
471,0.743892
472,0.744567
473,0.745938
474,0.743870
475,0.744134
476,0.744663
477,0.744225
478,0.744000
479,0.744314
480,0.743951
481,0.744477
482,0.744548
483,0.744522
484,0.743991
485,0.744146
486,0.745608
487,0.744067
488,0.743818
489,0.743889
490,0.745458
491,0.744775
492,0.743959
493,0.743911
494,0.744034
495,0.744188
496,0.743752
497,0.744230
498,0.744327
499,0.744521
