epoch,mean_loss
0,1.283304
1,1.249868
2,1.235191
3,1.222868
4,1.212163
5,1.198736
6,1.177207
7,1.162902
8,1.153579
9,1.140109
10,1.131459
11,1.133178
12,1.119695
13,1.121975
14,1.114009
15,1.091010
16,1.081046
17,1.073579
18,1.078069
19,1.059200
20,1.049586
21,1.030612
22,1.014272
23,1.019340
24,1.012119
25,0.979330
26,0.973694
27,0.979671
28,0.959749
29,0.940326
30,0.933374
31,0.905025
32,0.899720
33,0.884410
34,0.860910
35,0.857912
36,0.863656
37,0.878323
38,0.842739
39,0.834891
40,0.827813
41,0.845517
42,0.847841
43,0.822732
44,0.839740
45,0.838251
46,0.825356
47,0.822324
48,0.820988
49,0.817971
50,0.817314
51,0.802155
52,0.787463
53,0.799189
54,0.792099
55,0.798172
56,0.814084
57,0.809480
58,0.776303
59,0.782815
60,0.788608
61,0.790616
62,0.781124
63,0.788417
64,0.782066
65,0.788957
66,0.783736
67,0.779170
68,0.775366
69,0.781403
70,0.794251
71,0.795311
72,0.779145
73,0.776601
74,0.777930
75,0.770352
76,0.772963
77,0.762436
78,0.768927
79,0.767473
80,0.756345
81,0.751262
82,0.768524
83,0.762581
84,0.760471
85,0.754620
86,0.759495
87,0.756893
88,0.755561
89,0.758283
90,0.763048
91,0.758960
92,0.760126
93,0.756179
94,0.763392
95,0.770101
96,0.771053
97,0.767057
98,0.764138
99,0.763061
100,0.759488
101,0.751152
102,0.759265
103,0.757432
104,0.759598
105,0.753332
106,0.759557
107,0.769915
108,0.754483
109,0.758919
110,0.761438
111,0.754469
112,0.753671
113,0.754224
114,0.759994
115,0.760377
116,0.755409
117,0.752808
118,0.755541
119,0.756408
120,0.758196
121,0.758744
122,0.751323
123,0.749416
124,0.747785
125,0.751503
126,0.747779
127,0.749383
128,0.755551
129,0.759559
130,0.754140
131,0.759272
132,0.755692
133,0.748151
134,0.750867
135,0.755565
136,0.753034
137,0.748845
138,0.755396
139,0.756713
140,0.754408
141,0.752409
142,0.758979
143,0.756052
144,0.748469
145,0.753581
146,0.748412
147,0.753424
148,0.753730
149,0.750610
150,0.755836
151,0.754594
152,0.756481
153,0.753225
154,0.750588
155,0.750491
156,0.751567
157,0.755164
158,0.752034
159,0.751194
160,0.751285
161,0.750767
162,0.748902
163,0.749886
164,0.747872
165,0.749625
166,0.748946
167,0.746823
168,0.747221
169,0.746080
170,0.746376
171,0.746765
172,0.747618
173,0.748144
174,0.747405
175,0.748462
176,0.750848
177,0.748180
178,0.749858
179,0.750142
180,0.750644
181,0.749747
182,0.750204
183,0.747497
184,0.750265
185,0.749170
186,0.749026
187,0.749327
188,0.750827
189,0.751031
190,0.749579
191,0.747594
192,0.750367
193,0.750667
194,0.748344
195,0.747229
196,0.746987
197,0.751044
198,0.749615
199,0.754994
200,0.748250
201,0.746843
202,0.749251
203,0.750202
204,0.751439
205,0.748529
206,0.751631
207,0.757647
208,0.754101
209,0.755126
210,0.748916
211,0.749185
212,0.749441
213,0.749075
214,0.750314
215,0.747923
216,0.747554
217,0.746204
218,0.746880
219,0.747361
220,0.750423
221,0.746802
