epoch,mean_loss
0,1.380837
1,1.360078
2,1.314032
3,1.312026
4,1.272266
5,1.253375
6,1.249365
7,1.220858
8,1.207978
9,1.203649
10,1.180741
11,1.149408
12,1.153524
13,1.120616
14,1.134820
15,1.113848
16,1.115120
17,1.066380
18,1.055108
19,1.054672
20,1.053890
21,1.033509
22,1.013418
23,0.978859
24,0.957618
25,0.959530
26,0.988190
27,0.964826
28,0.937078
29,0.910025
30,0.939476
31,0.924273
32,0.905638
33,0.891474
34,0.899145
35,0.874267
36,0.873943
37,0.835955
38,0.859967
39,0.881550
40,0.853426
41,0.843722
42,0.818778
43,0.816330
44,0.828846
45,0.820544
46,0.819487
47,0.810124
48,0.800644
49,0.817306
50,0.798886
51,0.822568
52,0.811839
53,0.811564
54,0.818005
55,0.809839
56,0.811261
57,0.788156
58,0.800484
59,0.806873
60,0.796769
61,0.776046
62,0.772951
63,0.775103
64,0.762277
65,0.767468
66,0.778186
67,0.778943
68,0.780352
69,0.774606
70,0.770811
71,0.776923
72,0.769304
73,0.756628
74,0.758657
75,0.773177
76,0.766383
77,0.763769
78,0.771343
79,0.760780
80,0.760141
81,0.772484
82,0.763150
83,0.764485
84,0.763437
85,0.770846
86,0.766596
87,0.762343
88,0.758839
89,0.753433
90,0.763520
91,0.751574
92,0.760287
93,0.765190
94,0.757900
95,0.754277
96,0.759442
97,0.749719
98,0.755092
99,0.750312
100,0.757888
101,0.757304
102,0.756501
103,0.760010
104,0.760851
105,0.754611
106,0.757845
107,0.751877
108,0.753065
109,0.747972
110,0.747564
111,0.746367
112,0.752255
113,0.758197
114,0.756781
115,0.752513
116,0.759504
117,0.752442
118,0.759111
119,0.755119
120,0.764260
121,0.758105
122,0.750036
123,0.750425
124,0.758926
125,0.752790
126,0.753037
127,0.751363
128,0.753692
129,0.753888
130,0.751503
131,0.750592
132,0.752438
133,0.748204
134,0.749046
135,0.746136
136,0.748028
137,0.746744
138,0.755604
139,0.750304
140,0.750927
141,0.746832
142,0.750755
143,0.753563
144,0.747512
145,0.745907
146,0.752484
147,0.750813
148,0.748796
149,0.747693
150,0.749905
151,0.749008
152,0.751673
153,0.752009
154,0.754476
155,0.753850
156,0.756600
157,0.752427
158,0.746980
159,0.754177
160,0.750198
161,0.752602
162,0.749882
163,0.751831
164,0.750979
165,0.749799
166,0.744545
167,0.746419
168,0.750094
169,0.745693
170,0.746084
171,0.746047
172,0.746096
173,0.744716
174,0.746657
175,0.749188
176,0.749968
177,0.753487
178,0.750986
179,0.747196
180,0.746674
181,0.746653
182,0.752580
183,0.751508
184,0.751219
185,0.745874
186,0.746805
187,0.746755
188,0.749328
189,0.749453
190,0.749132
191,0.745541
192,0.752840
193,0.758190
194,0.748243
195,0.745923
196,0.745612
197,0.744723
198,0.746583
199,0.745699
200,0.745774
201,0.746713
202,0.745607
203,0.745301
204,0.744478
205,0.745997
206,0.745412
207,0.747057
208,0.744232
209,0.744348
210,0.743954
211,0.750983
212,0.744969
213,0.747117
214,0.744486
215,0.744944
216,0.746255
217,0.746878
218,0.744493
219,0.743886
220,0.746579
221,0.746069
222,0.744585
223,0.744261
224,0.744003
225,0.745179
226,0.745456
227,0.745343
228,0.749084
229,0.745953
230,0.751529
231,0.749035
232,0.746427
233,0.748395
234,0.744362
235,0.747801
236,0.745445
237,0.749702
238,0.744581
239,0.748515
240,0.747190
241,0.745231
242,0.744997
243,0.748530
244,0.757505
245,0.751457
246,0.751407
247,0.750422
248,0.748038
249,0.750398
250,0.746744
251,0.745948
252,0.745843
253,0.745619
254,0.747599
255,0.750980
256,0.764798
257,0.750599
258,0.747835
259,0.746748
260,0.746742
261,0.745823
262,0.745661
263,0.746726
264,0.747323
265,0.745608
266,0.745393
267,0.747530
268,0.744813
269,0.747020
270,0.745778
271,0.747654
272,0.744902
273,0.745810
274,0.753192
275,0.746683
276,0.745750
277,0.748161
278,0.744848
279,0.749251
280,0.751600
281,0.746534
282,0.746010
283,0.746294
284,0.745959
285,0.745408
286,0.750965
287,0.750240
288,0.746925
289,0.748238
290,0.747735
291,0.744778
292,0.744708
293,0.750314
294,0.747929
295,0.747750
296,0.745829
297,0.747560
298,0.749178
299,0.746934
300,0.746285
301,0.744650
302,0.748297
303,0.745188
304,0.745386
305,0.746538
306,0.745619
307,0.744921
308,0.745634
309,0.745249
310,0.744133
311,0.744349
312,0.744507
313,0.745142
314,0.744330
315,0.745061
316,0.744061
317,0.744572
318,0.744467
319,0.744902
320,0.745676
321,0.746363
322,0.744428
323,0.744056
324,0.744640
325,0.749167
326,0.745997
327,0.745838
328,0.746763
329,0.743949
330,0.744710
331,0.743978
332,0.744266
333,0.744012
334,0.744528
335,0.745058
336,0.744738
337,0.744737
338,0.744262
339,0.744169
340,0.744627
341,0.744036
342,0.744910
343,0.744251
344,0.744217
345,0.744509
346,0.743962
347,0.744136
348,0.744710
349,0.743945
350,0.744962
351,0.743970
352,0.743855
353,0.744219
354,0.744027
355,0.744058
356,0.744186
357,0.744029
358,0.744616
359,0.745758
360,0.744005
361,0.744561
362,0.744848
363,0.744108
364,0.743978
365,0.744893
