epoch,mean_loss
0,1.387845
1,1.363511
2,1.326863
3,1.298648
4,1.275246
5,1.255020
6,1.237901
7,1.216820
8,1.215561
9,1.195955
10,1.173133
11,1.154133
12,1.136541
13,1.133684
14,1.129966
15,1.105516
16,1.082906
17,1.081148
18,1.061025
19,1.035247
20,1.036829
21,1.004929
22,1.011051
23,0.998631
24,1.006781
25,0.981137
26,0.956753
27,0.938048
28,0.927033
29,0.922918
30,0.938623
31,0.929969
32,0.895687
33,0.895157
34,0.907329
35,0.880444
36,0.880323
37,0.870324
38,0.881796
39,0.844896
40,0.845993
41,0.858287
42,0.837810
43,0.861424
44,0.839876
45,0.822803
46,0.819240
47,0.819725
48,0.811265
49,0.817082
50,0.810826
51,0.814545
52,0.811549
53,0.824839
54,0.810060
55,0.812635
56,0.800305
57,0.790572
58,0.791591
59,0.799826
60,0.799913
61,0.798344
62,0.803899
63,0.793749
64,0.783666
65,0.792419
66,0.776030
67,0.784889
68,0.785018
69,0.786490
70,0.776863
71,0.790954
72,0.789719
73,0.789235
74,0.788011
75,0.786944
76,0.791406
77,0.786109
78,0.790987
79,0.793836
80,0.782398
81,0.784790
82,0.778771
83,0.765688
84,0.774850
85,0.770358
86,0.766793
87,0.771870
88,0.768228
89,0.785272
90,0.772527
91,0.770507
92,0.768875
93,0.759022
94,0.769393
95,0.762066
96,0.763585
97,0.758359
98,0.763268
99,0.762980
100,0.760459
101,0.754244
102,0.753567
103,0.751608
104,0.754079
105,0.754791
106,0.754687
107,0.754597
108,0.752229
109,0.755343
110,0.757567
111,0.761050
112,0.758438
113,0.755189
114,0.755232
115,0.755398
116,0.752028
117,0.754999
118,0.755888
119,0.755838
120,0.754229
121,0.750567
122,0.750177
123,0.753504
124,0.758105
125,0.759861
126,0.756442
127,0.749582
128,0.753470
129,0.753654
130,0.754170
131,0.748161
132,0.746889
133,0.749752
134,0.753327
135,0.749888
136,0.748661
137,0.751399
138,0.748139
139,0.752666
140,0.758792
141,0.747863
142,0.746978
143,0.751415
144,0.745784
145,0.748699
146,0.754992
147,0.751782
148,0.756459
149,0.746437
150,0.752462
151,0.750158
152,0.748386
153,0.749757
154,0.748588
155,0.761753
156,0.757206
157,0.751316
158,0.749155
159,0.749239
160,0.747105
161,0.746826
162,0.746825
163,0.745693
164,0.745335
165,0.746633
166,0.746321
167,0.749735
168,0.749405
169,0.745647
170,0.747628
171,0.747192
172,0.749895
173,0.749364
174,0.746243
175,0.749204
176,0.751665
177,0.750550
178,0.753584
179,0.752290
180,0.750174
181,0.748710
182,0.752048
183,0.748589
184,0.749788
185,0.746775
186,0.745145
187,0.748723
188,0.745333
189,0.746538
190,0.745420
191,0.746016
192,0.745468
193,0.751385
194,0.752314
195,0.746814
196,0.744884
197,0.745122
198,0.744984
199,0.744325
200,0.745384
201,0.746447
202,0.746221
203,0.745534
204,0.746382
205,0.745761
206,0.747905
207,0.746266
208,0.747589
209,0.747167
210,0.745354
211,0.745523
212,0.747373
213,0.746379
214,0.746923
215,0.746096
216,0.744799
217,0.744443
218,0.746714
219,0.750406
220,0.749510
221,0.746233
222,0.747190
223,0.753523
224,0.748176
225,0.746430
226,0.745438
227,0.744682
228,0.745017
229,0.747283
230,0.747922
231,0.745320
232,0.747526
233,0.748561
234,0.746261
235,0.750045
236,0.746820
237,0.746420
238,0.745601
239,0.746063
240,0.747088
241,0.749197
242,0.749209
243,0.751281
244,0.748615
245,0.747089
246,0.747422
247,0.745852
248,0.744604
249,0.748351
250,0.745311
251,0.745111
252,0.744821
253,0.746326
254,0.748367
255,0.745502
256,0.750542
257,0.751011
258,0.747338
259,0.747726
260,0.747863
261,0.747770
262,0.747493
263,0.746618
264,0.748167
265,0.744177
266,0.751580
267,0.748190
268,0.746949
269,0.745941
270,0.745541
271,0.747193
272,0.745853
273,0.749082
274,0.746076
275,0.745791
276,0.746197
277,0.745130
278,0.746060
279,0.746583
280,0.746342
281,0.744842
282,0.746779
283,0.744788
284,0.745846
285,0.744909
286,0.745779
287,0.746081
288,0.746438
289,0.744190
290,0.745896
291,0.744584
292,0.748343
293,0.746548
294,0.744308
295,0.744400
296,0.744529
297,0.744054
298,0.744840
299,0.744491
300,0.744243
301,0.745529
302,0.744322
303,0.743785
304,0.744119
305,0.745620
306,0.744828
307,0.745886
308,0.743953
309,0.744206
310,0.744068
311,0.744245
312,0.744986
313,0.745392
314,0.744236
315,0.745205
316,0.744428
317,0.744513
318,0.743838
319,0.745021
320,0.745623
321,0.744164
322,0.743907
323,0.743929
324,0.744173
325,0.744374
326,0.743944
327,0.743881
328,0.744799
329,0.743809
330,0.744750
331,0.744682
332,0.744440
333,0.744227
334,0.744115
335,0.744902
336,0.744648
337,0.744022
338,0.743859
339,0.746646
340,0.744272
341,0.743930
342,0.743827
343,0.743840
344,0.743793
345,0.743928
346,0.745822
347,0.744146
348,0.743822
349,0.744226
350,0.744109
351,0.743914
352,0.743877
353,0.744078
354,0.745638
355,0.744039
356,0.744133
357,0.744228
358,0.743812
359,0.744017
360,0.746482
361,0.744263
362,0.743861
363,0.743769
364,0.744040
365,0.743813
366,0.743971
367,0.743886
368,0.743914
369,0.743792
370,0.744497
371,0.743790
372,0.743890
373,0.743892
374,0.743919
375,0.744187
376,0.746687
377,0.743881
378,0.745089
379,0.745166
380,0.743904
381,0.744317
382,0.744013
383,0.743869
384,0.743824
385,0.744183
386,0.743875
387,0.743843
388,0.743857
389,0.743924
390,0.744001
391,0.743871
392,0.743850
393,0.744047
394,0.744208
395,0.744114
396,0.743930
397,0.743940
398,0.744230
399,0.744877
400,0.744334
401,0.743932
402,0.744790
403,0.743752
404,0.744249
405,0.744060
406,0.743894
407,0.743892
408,0.743863
409,0.744213
410,0.743911
411,0.744031
412,0.744737
413,0.744889
414,0.745071
415,0.743925
416,0.744148
417,0.745391
418,0.743813
419,0.745019
420,0.744008
421,0.743741
422,0.744533
423,0.743906
424,0.744028
425,0.744394
426,0.746225
427,0.743874
428,0.744568
429,0.744833
430,0.743772
431,0.744407
432,0.743812
433,0.744218
434,0.744553
435,0.743893
436,0.743893
437,0.743871
438,0.744978
439,0.743926
440,0.744272
441,0.743990
442,0.743870
443,0.743864
444,0.743818
445,0.744436
446,0.744086
447,0.743952
448,0.744365
449,0.746438
450,0.744872
451,0.743959
452,0.744303
453,0.743924
454,0.743825
455,0.743912
456,0.744365
457,0.743997
458,0.744862
459,0.744040
460,0.744226
461,0.743961
462,0.744210
463,0.743842
464,0.744014
465,0.743908
466,0.744074
467,0.743992
468,0.745131
469,0.743812
470,0.744105
471,0.744290
472,0.743870
473,0.743998
474,0.743783
475,0.745241
476,0.743880
477,0.744346
478,0.746666
479,0.744531
480,0.744153
481,0.745125
482,0.743747
483,0.745784
484,0.744039
485,0.743775
486,0.743754
487,0.743956
488,0.743897
489,0.743920
490,0.743952
491,0.744018
492,0.743939
493,0.744008
494,0.746526
495,0.744307
496,0.744135
497,0.745204
498,0.743826
499,0.743952
